A1BG	ENSG00000121410
RPL26L1	ENSG00000037241
RPL27	ENSG00000131469
RPL27A	ENSG00000166441
RPL28	ENSG00000108107
RPL3	ENSG00000100316
RPL30	ENSG00000156482
RPL31	ENSG00000071082
RPL32	ENSG00000144713
RPL35	ENSG00000136942
RPL35A	ENSG00000182899
RPL36	ENSG00000130255
RPL36A	ENSG00000241343
RPL36AL	ENSG00000165502
RPL37	ENSG00000145592
RPL37A	ENSG00000197756
RPL38	ENSG00000172809
RPL39	ENSG00000198918
RPL39L	ENSG00000163923
RPL3L	ENSG00000140986
RPL4	ENSG00000174444
RPL41	ENSG00000229117
RPL5	ENSG00000122406
RPL6	ENSG00000089009
RPL7	ENSG00000147604
RPL7A	ENSG00000148303
RPL7L1	ENSG00000146223
RPL8	ENSG00000161016
RPL9	ENSG00000163682
RPLP0	ENSG00000089157
RPLP1	ENSG00000137818
RPLP2	ENSG00000177600
RPN1	ENSG00000163902
RPN2	ENSG00000118705
RPP14	ENSG00000163684
RPP21	ENSG00000241370
RPP25	ENSG00000178718
RPP25L	ENSG00000164967
RPP30	ENSG00000148688
RPP38	ENSG00000152464
RPP40	ENSG00000124787
RPRD1A	ENSG00000141425
RPRD1B	ENSG00000101413
RPRD2	ENSG00000163125
RPRM	ENSG00000177519
RPRML	ENSG00000179673
RPS10	ENSG00000124614
RPS11	ENSG00000142534
RPS12	ENSG00000112306
RPS13	ENSG00000110700
RPS14	ENSG00000164587
RPS15	ENSG00000115268
RPS15A	ENSG00000134419
RPS16	ENSG00000105193
RPS17	ENSG00000182774
RPS18	ENSG00000231500
RPS19	ENSG00000105372
RPS19BP1	ENSG00000187051
RPS2	ENSG00000140988
RPS20	ENSG00000008988
RPS21	ENSG00000171858
RPS23	ENSG00000186468
RPS24	ENSG00000138326
RPS25	ENSG00000118181
RPS27A	ENSG00000143947
RPS27L	ENSG00000185088
RPS28	ENSG00000233927
RPS29	ENSG00000213741
RPS3	ENSG00000149273
RPS3A	ENSG00000145425
RPS4X	ENSG00000198034
RPS4Y1	ENSG00000129824
RPS4Y2	ENSG00000280969
RPS5	ENSG00000083845
RPS6	ENSG00000137154
RPS6KA1	ENSG00000117676
RPS6KA2	ENSG00000071242
RPS6KA3	ENSG00000177189
RPS6KA4	ENSG00000162302
RPS6KA5	ENSG00000100784
RPS6KA6	ENSG00000072133
RPS6KB1	ENSG00000108443
RPS6KB2	ENSG00000175634
RPS6KC1	ENSG00000136643
RPS6KL1	ENSG00000198208
RPS7	ENSG00000171863
RPS8	ENSG00000142937
RPS9	ENSG00000170889
RPSA	ENSG00000168028
RPTN	ENSG00000215853
RPTOR	ENSG00000141564
RPUSD1	ENSG00000007376
RPUSD2	ENSG00000166133
RPUSD3	ENSG00000156990
RPUSD4	ENSG00000165526
RRAD	ENSG00000166592
RRAGA	ENSG00000155876
RRAGB	ENSG00000083750
RRAGC	ENSG00000116954
RRAGD	ENSG00000025039
RRAS	ENSG00000126458
RRAS2	ENSG00000133818
RRBP1	ENSG00000125844
RREB1	ENSG00000124782
RRH	ENSG00000180245
RRM1	ENSG00000167325
RRM2	ENSG00000171848
RRM2B	ENSG00000048392
RRN3	ENSG00000085721
RRP1	ENSG00000160214
RRP12	ENSG00000052749
RRP15	ENSG00000067533
RRP1B	ENSG00000160208
RRP36	ENSG00000124541
RRP7A	ENSG00000189306
RRP8	ENSG00000132275
RRP9	ENSG00000114767
RRS1	ENSG00000179041
RS1	ENSG00000102104
RSAD1	ENSG00000136444
RSAD2	ENSG00000134321
RSBN1	ENSG00000081019
RSBN1L	ENSG00000187257
RSC1A1	ENSG00000215695
RSF1	ENSG00000048649
RSL1D1	ENSG00000171490
RSL24D1	ENSG00000137876
RSPH1	ENSG00000160188
RSPH14	ENSG00000100218
RSPH3	ENSG00000130363
RSPH4A	ENSG00000111834
RSPH6A	ENSG00000104941
RSPH9	ENSG00000172426
RSPO1	ENSG00000169218
RSPO2	ENSG00000147655
RSPO3	ENSG00000146374
RSPO4	ENSG00000101282
RSPRY1	ENSG00000159579
RSRC1	ENSG00000174891
RSRC2	ENSG00000111011
RSRP1	ENSG00000117616
RSU1	ENSG00000148484
RTBDN	ENSG00000132026
RTCA	ENSG00000137996
RTCB	ENSG00000100220
RTEL1	ENSG00000258366
RTF1	ENSG00000137815
RTF2	ENSG00000022277
RTKN	ENSG00000114993
RTKN2	ENSG00000182010
RTL1	ENSG00000254656
RTL10	ENSG00000215012
RTL3	ENSG00000179300
RTL4	ENSG00000187823
RTL5	ENSG00000242732
RTL6	ENSG00000188636
RTL8A	ENSG00000203950
RTL8B	ENSG00000212747
RTL8C	ENSG00000134590
RTL9	ENSG00000243978
RTN1	ENSG00000139970
RTN2	ENSG00000125744
RTN3	ENSG00000133318
RTN4	ENSG00000115310
RTN4IP1	ENSG00000130347
RTN4R	ENSG00000040608
RTN4RL1	ENSG00000185924
RTN4RL2	ENSG00000186907
RTP1	ENSG00000175077
RTP2	ENSG00000198471
RTP3	ENSG00000163825
RTP4	ENSG00000136514
RTP5	ENSG00000188011
RTRAF	ENSG00000087302
RTTN	ENSG00000176225
RUBCN	ENSG00000145016
RUBCNL	ENSG00000102445
RUFY1	ENSG00000176783
RUFY2	ENSG00000204130
RUFY3	ENSG00000018189
RUNDC1	ENSG00000198863
RUNDC3A	ENSG00000108309
RUNDC3B	ENSG00000105784
RUNX1	ENSG00000159216
RUNX1T1	ENSG00000079102
RUNX2	ENSG00000124813
RUNX3	ENSG00000020633
RUSC1	ENSG00000160753
RUSC2	ENSG00000198853
RUSF1	ENSG00000140688
RUVBL1	ENSG00000175792
RUVBL2	ENSG00000183207
RWDD1	ENSG00000111832
RWDD2A	ENSG00000013392
RWDD2B	ENSG00000156253
RWDD3	ENSG00000122481
RWDD4	ENSG00000182552
RXFP1	ENSG00000171509
RXFP2	ENSG00000133105
RXFP3	ENSG00000182631
RXFP4	ENSG00000173080
RXRA	ENSG00000186350
RXRB	ENSG00000204231
RXRG	ENSG00000143171
RXYLT1	ENSG00000118600
RYR1	ENSG00000196218
RYR2	ENSG00000198626
RYR3	ENSG00000198838
S100A1	ENSG00000160678
S100A10	ENSG00000197747
S100A11	ENSG00000163191
S100A12	ENSG00000163221
S100A13	ENSG00000189171
S100A14	ENSG00000189334
S100A16	ENSG00000188643
S100A2	ENSG00000196754
S100A3	ENSG00000188015
S100A4	ENSG00000196154
S100A5	ENSG00000196420
S100A6	ENSG00000197956
S100A7	ENSG00000143556
S100A8	ENSG00000143546
S100A9	ENSG00000163220
S100B	ENSG00000160307
S100G	ENSG00000169906
S100P	ENSG00000163993
S100PBP	ENSG00000116497
S100Z	ENSG00000171643
S1PR1	ENSG00000170989
S1PR2	ENSG00000267534
S1PR3	ENSG00000213694
S1PR4	ENSG00000125910
S1PR5	ENSG00000180739
SAA4	ENSG00000148965
SAAL1	ENSG00000166788
SAC3D1	ENSG00000168061
SACM1L	ENSG00000211456
SACS	ENSG00000151835
SAE1	ENSG00000142230
SAFB	ENSG00000160633
SAFB2	ENSG00000130254
SAG	ENSG00000130561
SAGE1	ENSG00000181433
SALL1	ENSG00000103449
SALL2	ENSG00000165821
SALL3	ENSG00000256463
SALL4	ENSG00000101115
SAMD10	ENSG00000130590
SAMD11	ENSG00000187634
SAMD12	ENSG00000177570
SAMD13	ENSG00000203943
SAMD14	ENSG00000167100
SAMD15	ENSG00000100583
SAMD3	ENSG00000164483
SAMD4A	ENSG00000020577
SAMD4B	ENSG00000179134
SAMD5	ENSG00000203727
SAMD7	ENSG00000187033
SAMD8	ENSG00000156671
SAMD9	ENSG00000205413
SAMD9L	ENSG00000177409
SAMHD1	ENSG00000101347
SAMM50	ENSG00000100347
SAMSN1	ENSG00000155307
SANBR	ENSG00000162929
SAP130	ENSG00000136715
SAP18	ENSG00000150459
SAP25	ENSG00000205307
SAP30	ENSG00000164105
SAP30BP	ENSG00000161526
SAP30L	ENSG00000164576
SAPCD1	ENSG00000228727
SAPCD2	ENSG00000186193
SAR1A	ENSG00000079332
SAR1B	ENSG00000152700
SARAF	ENSG00000133872
SARDH	ENSG00000123453
SARNP	ENSG00000205323
SARS1	ENSG00000031698
SARS2	ENSG00000104835
SART1	ENSG00000175467
SART3	ENSG00000075856
SASH1	ENSG00000111961
SASH3	ENSG00000122122
SASS6	ENSG00000156876
SAT1	ENSG00000130066
SAT2	ENSG00000141504
SATB1	ENSG00000182568
SATB2	ENSG00000119042
SATL1	ENSG00000184788
SAV1	ENSG00000151748
SAXO1	ENSG00000155875
SAXO2	ENSG00000188659
SAYSD1	ENSG00000112167
SBDS	ENSG00000126524
SBF1	ENSG00000100241
SBF2	ENSG00000133812
SBK1	ENSG00000188322
SBK2	ENSG00000187550
SBNO1	ENSG00000139697
SBNO2	ENSG00000064932
SBSN	ENSG00000189001
SBSPON	ENSG00000164764
SC5D	ENSG00000109929
SCAF1	ENSG00000126461
SCAF11	ENSG00000139218
SCAF4	ENSG00000156304
SCAF8	ENSG00000213079
SCAI	ENSG00000173611
SCAMP2	ENSG00000140497
SCAMP3	ENSG00000116521
SCAMP4	ENSG00000227500
SCAMP5	ENSG00000198794
SCAND1	ENSG00000171222
SCAND3	ENSG00000171222
SCAP	ENSG00000114650
SCAPER	ENSG00000140386
SCARA3	ENSG00000168077
SCARA5	ENSG00000168079
SCARB1	ENSG00000073060
SCARB2	ENSG00000138760
SCARF1	ENSG00000074660
SCARF2	ENSG00000244486
SCCPDH	ENSG00000143653
SCD	ENSG00000099194
SCD5	ENSG00000145284
SCEL	ENSG00000136155
SCFD1	ENSG00000092108
SCFD2	ENSG00000184178
SCG2	ENSG00000171951
SCG3	ENSG00000104112
SCG5	ENSG00000166922
SCGB1A1	ENSG00000149021
SCGB1D1	ENSG00000168515
SCGB1D2	ENSG00000124935
SCGB1D4	ENSG00000197745
SCGB2A1	ENSG00000124939
SCGB2A2	ENSG00000110484
SCGB2B2	ENSG00000205209
SCGB3A1	ENSG00000161055
SCGB3A2	ENSG00000164265
SCGN	ENSG00000079689
SCHIP1	ENSG00000151967
SCIMP	ENSG00000161929
SCIN	ENSG00000006747
SCLT1	ENSG00000151466
SCLY	ENSG00000132330
SCMH1	ENSG00000010803
SCML1	ENSG00000047634
SCML2	ENSG00000102098
SCML4	ENSG00000146285
SCN10A	ENSG00000185313
SCN11A	ENSG00000168356
SCN1A	ENSG00000144285
SCN1B	ENSG00000105711
SCN2A	ENSG00000136531
SCN2B	ENSG00000149575
SCN3A	ENSG00000153253
SCN3B	ENSG00000166257
SCN4A	ENSG00000007314
SCN4B	ENSG00000177098
SCN5A	ENSG00000183873
SCN7A	ENSG00000136546
SCN8A	ENSG00000196876
SCN9A	ENSG00000169432
SCNM1	ENSG00000163156
SCNN1A	ENSG00000111319
SCNN1B	ENSG00000168447
SCNN1D	ENSG00000162572
SCNN1G	ENSG00000166828
SCO1	ENSG00000133028
SCO2	ENSG00000284194
SCOC	ENSG00000153130
SCP2	ENSG00000116171
SCP2D1	ENSG00000132631
SCPEP1	ENSG00000121064
SCRG1	ENSG00000164106
SCRIB	ENSG00000180900
SCRN1	ENSG00000136193
SCRN2	ENSG00000141295
SCRN3	ENSG00000144306
SCRT1	ENSG00000261678
SCRT2	ENSG00000215397
SCT	ENSG00000070031
SCTR	ENSG00000080293
SCUBE1	ENSG00000159307
SCUBE2	ENSG00000175356
SCUBE3	ENSG00000146197
SCX	ENSG00000260428
SCYL1	ENSG00000142186
SCYL2	ENSG00000136021
SCYL3	ENSG00000000457
SDAD1	ENSG00000198301
SDC1	ENSG00000115884
SDC2	ENSG00000169439
SDC3	ENSG00000162512
SDC4	ENSG00000124145
SDCBP	ENSG00000137575
SDCBP2	ENSG00000125775
SDCCAG8	ENSG00000054282
SDE2	ENSG00000143751
SDF2	ENSG00000132581
SDF2L1	ENSG00000128228
SDF4	ENSG00000078808
SDHA	ENSG00000073578
SDHAF1	ENSG00000205138
SDHAF2	ENSG00000167985
SDHAF3	ENSG00000196636
SDHAF4	ENSG00000154079
SDHB	ENSG00000117118
SDHC	ENSG00000143252
SDHD	ENSG00000204370
SDK1	ENSG00000146555
SDK2	ENSG00000069188
SDR16C5	ENSG00000170786
SDR39U1	ENSG00000100445
SDR42E1	ENSG00000184860
SDR9C7	ENSG00000170426
SDS	ENSG00000135094
SDSL	ENSG00000139410
SEBOX	ENSG00000274529
SEC11A	ENSG00000140612
SEC11C	ENSG00000166562
SEC13	ENSG00000157020
SEC14L1	ENSG00000129657
SEC14L2	ENSG00000100003
SEC14L3	ENSG00000100012
SEC14L4	ENSG00000133488
SEC14L5	ENSG00000103184
SEC14L6	ENSG00000214491
SEC16A	ENSG00000148396
SEC16B	ENSG00000120341
SEC22A	ENSG00000121542
SEC22C	ENSG00000093183
SEC23A	ENSG00000100934
SEC23B	ENSG00000101310
SEC23IP	ENSG00000107651
SEC24A	ENSG00000113615
SEC24B	ENSG00000138802
SEC24C	ENSG00000176986
SEC24D	ENSG00000150961
SEC31A	ENSG00000138674
SEC31B	ENSG00000075826
SEC61A1	ENSG00000058262
SEC61A2	ENSG00000065665
SEC61B	ENSG00000106803
SEC61G	ENSG00000132432
SEC62	ENSG00000008952
SEC63	ENSG00000025796
SECISBP2	ENSG00000187742
SECISBP2L	ENSG00000138593
SECTM1	ENSG00000141574
SEH1L	ENSG00000085415
SEL1L	ENSG00000071537
SEL1L2	ENSG00000101251
SEL1L3	ENSG00000091490
SELE	ENSG00000007908
SELENBP1	ENSG00000143416
SELENOH	ENSG00000211450
SELENOI	ENSG00000138018
SELENOK	ENSG00000113811
SELENOM	ENSG00000198832
SELENON	ENSG00000162430
SELENOO	ENSG00000073169
SELENOP	ENSG00000250722
SELENOS	ENSG00000131871
SELENOT	ENSG00000198843
SELENOV	ENSG00000186838
SELENOW	ENSG00000178980
SELL	ENSG00000188404
SELP	ENSG00000174175
SELPLG	ENSG00000110876
SEM1	ENSG00000127922
SEMA3A	ENSG00000075213
SEMA3C	ENSG00000075223
SEMA3D	ENSG00000153993
SEMA3E	ENSG00000170381
SEMA3F	ENSG00000001617
SEMA3G	ENSG00000010319
SEMA4A	ENSG00000196189
SEMA4B	ENSG00000185033
SEMA4C	ENSG00000168758
SEMA4D	ENSG00000187764
SEMA4F	ENSG00000135622
SEMA4G	ENSG00000095539
SEMA5A	ENSG00000112902
SEMA5B	ENSG00000082684
SEMA6A	ENSG00000092421
SEMA6B	ENSG00000167680
SEMA6C	ENSG00000143434
SEMA6D	ENSG00000137872
SEMA7A	ENSG00000138623
SEMG1	ENSG00000124233
SEMG2	ENSG00000124157
SENP1	ENSG00000079387
SENP2	ENSG00000163904
SENP5	ENSG00000119231
SENP6	ENSG00000112701
SENP7	ENSG00000138468
SENP8	ENSG00000166192
SEPHS1	ENSG00000086475
SEPHS2	ENSG00000179918
SEPSECS	ENSG00000109618
SEPTIN10	ENSG00000186522
SEPTIN11	ENSG00000138758
SEPTIN12	ENSG00000140623
SEPTIN14	ENSG00000154997
SEPTIN2	ENSG00000168385
SEPTIN3	ENSG00000100167
SEPTIN4	ENSG00000108387
SEPTIN5	ENSG00000184702
SEPTIN6	ENSG00000125354
SEPTIN8	ENSG00000164402
SEPTIN9	ENSG00000184640
SERAC1	ENSG00000122335
SERBP1	ENSG00000142864
SERF2	ENSG00000140264
SERGEF	ENSG00000129158
SERHL2	ENSG00000183569
SERINC1	ENSG00000111897
SERINC2	ENSG00000168528
SERINC3	ENSG00000132824
SERINC4	ENSG00000184716
SERINC5	ENSG00000164300
SERP1	ENSG00000120742
SERP2	ENSG00000151778
SERPINA1	ENSG00000197249
SERPINA10	ENSG00000140093
SERPINA11	ENSG00000186910
SERPINA12	ENSG00000165953
SERPINA3	ENSG00000196136
SERPINA4	ENSG00000100665
SERPINA5	ENSG00000188488
SERPINA6	ENSG00000170099
SERPINA7	ENSG00000123561
SERPINA9	ENSG00000170054
SERPINB1	ENSG00000021355
SERPINB10	ENSG00000242550
SERPINB12	ENSG00000166634
SERPINB13	ENSG00000197641
SERPINB2	ENSG00000197632
SERPINB3	ENSG00000057149
SERPINB4	ENSG00000206073
SERPINB5	ENSG00000206075
SERPINB6	ENSG00000124570
SERPINB7	ENSG00000166396
SERPINB8	ENSG00000166401
SERPINB9	ENSG00000170542
SERPINC1	ENSG00000117601
SERPIND1	ENSG00000099937
SERPINE1	ENSG00000106366
SERPINE2	ENSG00000135919
SERPINE3	ENSG00000253309
SERPINF1	ENSG00000132386
SERPINF2	ENSG00000167711
SERPING1	ENSG00000149131
SERPINH1	ENSG00000149257
SERPINI1	ENSG00000163536
SERPINI2	ENSG00000114204
SERTAD1	ENSG00000197019
SERTAD2	ENSG00000179833
SERTAD3	ENSG00000167565
SERTAD4	ENSG00000082497
SERTM1	ENSG00000180440
SESN1	ENSG00000080546
SESN2	ENSG00000130766
SESN3	ENSG00000149212
SESTD1	ENSG00000187231
SET	ENSG00000119335
SETBP1	ENSG00000152217
SETD1A	ENSG00000099381
SETD1B	ENSG00000139718
SETD2	ENSG00000181555
SETD3	ENSG00000183576
SETD4	ENSG00000185917
SETD5	ENSG00000168137
SETD6	ENSG00000103037
SETD7	ENSG00000145391
SETD9	ENSG00000155542
SETDB1	ENSG00000143379
SETDB2	ENSG00000136169
SETMAR	ENSG00000170364
SETX	ENSG00000107290
SEZ6	ENSG00000063015
SEZ6L	ENSG00000100095
SEZ6L2	ENSG00000174938
SF1	ENSG00000168066
SF3A1	ENSG00000099995
SF3A2	ENSG00000104897
SF3A3	ENSG00000183431
SF3B1	ENSG00000115524
SF3B2	ENSG00000087365
SF3B3	ENSG00000189091
SF3B4	ENSG00000143368
SF3B5	ENSG00000169976
SF3B6	ENSG00000115128
SFI1	ENSG00000198089
SFMBT1	ENSG00000163935
SFMBT2	ENSG00000198879
SFN	ENSG00000175793
SFPQ	ENSG00000116560
SFR1	ENSG00000156384
SFRP1	ENSG00000104332
SFRP2	ENSG00000145423
SFRP4	ENSG00000106483
SFRP5	ENSG00000120057
SFSWAP	ENSG00000061936
SFT2D1	ENSG00000198818
SFT2D2	ENSG00000213064
SFT2D3	ENSG00000173349
SFTA2	ENSG00000196260
SFTPA1	ENSG00000122852
SFTPA2	ENSG00000185303
SFTPB	ENSG00000168878
SFTPC	ENSG00000168484
SFTPD	ENSG00000133661
SFXN1	ENSG00000164466
SFXN2	ENSG00000156398
SFXN3	ENSG00000107819
SFXN4	ENSG00000183605
SFXN5	ENSG00000144040
SGCA	ENSG00000108823
SGCB	ENSG00000163069
SGCD	ENSG00000170624
SGCE	ENSG00000127990
SGCG	ENSG00000102683
SGCZ	ENSG00000185053
SGF29	ENSG00000176476
SGIP1	ENSG00000118473
SGK1	ENSG00000118515
SGK2	ENSG00000101049
SGK3	ENSG00000104205
SGMS1	ENSG00000198964
SGMS2	ENSG00000164023
SGO1	ENSG00000129810
SGO2	ENSG00000163535
SGPL1	ENSG00000166224
SGPP1	ENSG00000126821
SGPP2	ENSG00000163082
SGSH	ENSG00000181523
SGSM1	ENSG00000167037
SGSM2	ENSG00000141258
SGSM3	ENSG00000100359
SGTA	ENSG00000104969
SGTB	ENSG00000197860
SH2B1	ENSG00000178188
SH2B3	ENSG00000111252
SH2D1A	ENSG00000183918
SH2D1B	ENSG00000198574
SH2D2A	ENSG00000027869
SH2D3A	ENSG00000125731
SH2D3C	ENSG00000095370
SH2D4A	ENSG00000104611
SH2D4B	ENSG00000178217
SH2D5	ENSG00000189410
SH2D6	ENSG00000152292
SH2D7	ENSG00000183476
SH3BGR	ENSG00000185437
SH3BGRL	ENSG00000131171
SH3BGRL2	ENSG00000198478
SH3BGRL3	ENSG00000142669
SH3BP1	ENSG00000100092
SH3BP2	ENSG00000087266
SH3BP4	ENSG00000130147
SH3BP5	ENSG00000131370
SH3BP5L	ENSG00000175137
SH3D19	ENSG00000109686
SH3D21	ENSG00000214193
SH3GL1	ENSG00000141985
SH3GL2	ENSG00000107295
SH3GL3	ENSG00000140600
SH3GLB1	ENSG00000097033
SH3GLB2	ENSG00000148341
SH3KBP1	ENSG00000147010
SH3PXD2A	ENSG00000107957
SH3PXD2B	ENSG00000174705
SH3RF1	ENSG00000154447
SH3RF2	ENSG00000156463
SH3TC1	ENSG00000125089
SH3TC2	ENSG00000169247
SH3YL1	ENSG00000035115
SHANK1	ENSG00000161681
SHARPIN	ENSG00000179526
SHB	ENSG00000107338
SHBG	ENSG00000129214
SHC1	ENSG00000160691
SHC2	ENSG00000129946
SHC3	ENSG00000148082
SHC4	ENSG00000185634
SHCBP1	ENSG00000171241
SHCBP1L	ENSG00000157060
SHD	ENSG00000105251
SHE	ENSG00000169291
SHF	ENSG00000138606
SHFL	ENSG00000130813
SHH	ENSG00000164690
SHISA2	ENSG00000180730
SHISA3	ENSG00000178343
SHISA4	ENSG00000198892
SHISA5	ENSG00000164054
SHISA6	ENSG00000188803
SHISA7	ENSG00000187902
SHISA9	ENSG00000237515
SHISAL1	ENSG00000138944
SHISAL2A	ENSG00000182183
SHISAL2B	ENSG00000145642
SHKBP1	ENSG00000160410
SHLD1	ENSG00000171984
SHLD2	ENSG00000122376
SHMT1	ENSG00000176974
SHMT2	ENSG00000182199
SHOC1	ENSG00000165181
SHOC2	ENSG00000108061
SHOX2	ENSG00000168779
SHPK	ENSG00000197417
SHPRH	ENSG00000146414
SHQ1	ENSG00000144736
SHROOM1	ENSG00000164403
SHROOM2	ENSG00000146950
SHROOM3	ENSG00000138771
SHROOM4	ENSG00000158352
SHTN1	ENSG00000187164
SI	ENSG00000090402
SIAE	ENSG00000110013
SIAH1	ENSG00000196470
SIAH2	ENSG00000181788
SIAH3	ENSG00000215475
SIDT1	ENSG00000072858
SIDT2	ENSG00000149577
SIGIRR	ENSG00000185187
SIGLEC1	ENSG00000088827
SIGLEC10	ENSG00000142512
SIGLEC11	ENSG00000161640
SIGLEC12	ENSG00000254521
SIGLEC14	ENSG00000254415
SIGLEC15	ENSG00000197046
SIGLEC6	ENSG00000105492
SIGLEC7	ENSG00000168995
SIGLEC8	ENSG00000105366
SIGLEC9	ENSG00000129450
SIGLECL1	ENSG00000179213
SIGMAR1	ENSG00000147955
SIK1	ENSG00000142178
SIK2	ENSG00000170145
SIK3	ENSG00000160584
SIKE1	ENSG00000052723
SIL1	ENSG00000120725
SIM1	ENSG00000112246
SIM2	ENSG00000159263
SIMC1	ENSG00000170085
SIN3A	ENSG00000169375
SIN3B	ENSG00000127511
SINHCAF	ENSG00000139146
SIPA1	ENSG00000213445
SIPA1L1	ENSG00000197555
SIPA1L2	ENSG00000116991
SIPA1L3	ENSG00000105738
SIRPA	ENSG00000198053
SIRPB1	ENSG00000101307
SIRPB2	ENSG00000196209
SIRPD	ENSG00000125900
SIRPG	ENSG00000089012
SIRT1	ENSG00000096717
SIRT2	ENSG00000068903
SIRT3	ENSG00000142082
SIRT4	ENSG00000089163
SIRT5	ENSG00000124523
SIRT6	ENSG00000077463
SIRT7	ENSG00000187531
SIT1	ENSG00000137078
SIVA1	ENSG00000184990
SIX1	ENSG00000126778
SIX2	ENSG00000170577
SIX3	ENSG00000138083
SIX4	ENSG00000100625
SIX5	ENSG00000177045
SIX6	ENSG00000184302
SKA1	ENSG00000154839
SKA2	ENSG00000182628
SKA3	ENSG00000165480
SKAP1	ENSG00000141293
SKAP2	ENSG00000005020
SKI	ENSG00000157933
SKIC2	ENSG00000204351
SKIC3	ENSG00000198677
SKIC8	ENSG00000140395
SKIDA1	ENSG00000180592
SKIL	ENSG00000136603
SKOR1	ENSG00000188779
SKOR2	ENSG00000215474
SKP1	ENSG00000113558
SKP2	ENSG00000145604
SLA	ENSG00000155926
SLA2	ENSG00000101082
SLAIN1	ENSG00000139737
SLAIN2	ENSG00000109171
SLAMF1	ENSG00000117090
SLAMF6	ENSG00000162739
SLAMF7	ENSG00000026751
SLAMF8	ENSG00000158714
SLAMF9	ENSG00000162723
SLBP	ENSG00000163950
SLC10A1	ENSG00000100652
SLC10A2	ENSG00000125255
SLC10A3	ENSG00000126903
SLC10A4	ENSG00000145248
SLC10A5	ENSG00000253598
SLC10A6	ENSG00000145283
SLC10A7	ENSG00000120519
SLC11A1	ENSG00000018280
SLC11A2	ENSG00000110911
SLC12A1	ENSG00000074803
SLC12A2	ENSG00000064651
SLC12A3	ENSG00000070915
SLC12A4	ENSG00000124067
SLC12A5	ENSG00000124140
SLC12A6	ENSG00000140199
SLC12A7	ENSG00000113504
SLC12A8	ENSG00000221955
SLC12A9	ENSG00000146828
SLC13A1	ENSG00000081800
SLC13A2	ENSG00000007216
SLC13A3	ENSG00000158296
SLC13A4	ENSG00000164707
SLC13A5	ENSG00000141485
SLC14A1	ENSG00000141469
SLC14A2	ENSG00000132874
SLC15A1	ENSG00000088386
SLC15A2	ENSG00000163406
SLC15A3	ENSG00000110446
SLC15A4	ENSG00000139370
SLC16A1	ENSG00000155380
SLC16A10	ENSG00000112394
SLC16A11	ENSG00000174326
SLC16A12	ENSG00000152779
SLC16A13	ENSG00000174327
SLC16A14	ENSG00000163053
SLC16A2	ENSG00000147100
SLC16A3	ENSG00000141526
SLC16A4	ENSG00000168679
SLC16A5	ENSG00000170190
SLC16A6	ENSG00000108932
SLC16A7	ENSG00000118596
SLC16A8	ENSG00000100156
SLC16A9	ENSG00000165449
SLC17A1	ENSG00000124568
SLC17A2	ENSG00000112337
SLC17A3	ENSG00000124564
SLC17A4	ENSG00000146039
SLC17A5	ENSG00000119899
SLC17A6	ENSG00000091664
SLC17A7	ENSG00000104888
SLC17A8	ENSG00000179520
SLC17A9	ENSG00000101194
SLC18A1	ENSG00000036565
SLC18A2	ENSG00000165646
SLC18A3	ENSG00000187714
SLC18B1	ENSG00000146409
SLC19A1	ENSG00000173638
SLC19A2	ENSG00000117479
SLC19A3	ENSG00000135917
SLC1A1	ENSG00000106688
SLC1A2	ENSG00000110436
SLC1A3	ENSG00000079215
SLC1A4	ENSG00000115902
SLC1A5	ENSG00000105281
SLC1A6	ENSG00000105143
SLC1A7	ENSG00000162383
SLC20A1	ENSG00000144136
SLC20A2	ENSG00000168575
SLC22A1	ENSG00000175003
SLC22A10	ENSG00000184999
SLC22A11	ENSG00000168065
SLC22A12	ENSG00000197891
SLC22A13	ENSG00000172940
SLC22A14	ENSG00000144671
SLC22A15	ENSG00000163393
SLC22A16	ENSG00000004809
SLC22A17	ENSG00000092096
SLC22A18	ENSG00000110628
SLC22A2	ENSG00000112499
SLC22A23	ENSG00000137266
SLC22A25	ENSG00000196600
SLC22A3	ENSG00000146477
SLC22A4	ENSG00000197208
SLC22A5	ENSG00000197375
SLC22A6	ENSG00000197901
SLC22A7	ENSG00000137204
SLC22A8	ENSG00000149452
SLC22A9	ENSG00000149742
SLC23A1	ENSG00000170482
SLC23A2	ENSG00000089057
SLC23A3	ENSG00000213901
SLC24A1	ENSG00000074621
SLC24A2	ENSG00000155886
SLC24A3	ENSG00000185052
SLC24A4	ENSG00000140090
SLC24A5	ENSG00000188467
SLC25A1	ENSG00000100075
SLC25A10	ENSG00000183048
SLC25A11	ENSG00000108528
SLC25A12	ENSG00000115840
SLC25A13	ENSG00000004864
SLC25A14	ENSG00000102078
SLC25A15	ENSG00000102743
SLC25A16	ENSG00000122912
SLC25A17	ENSG00000100372
SLC25A18	ENSG00000182902
SLC25A19	ENSG00000125454
SLC25A2	ENSG00000120329
SLC25A20	ENSG00000178537
SLC25A21	ENSG00000183032
SLC25A22	ENSG00000177542
SLC25A23	ENSG00000125648
SLC25A24	ENSG00000085491
SLC25A25	ENSG00000148339
SLC25A26	ENSG00000144741
SLC25A27	ENSG00000153291
SLC25A28	ENSG00000155287
SLC25A29	ENSG00000197119
SLC25A3	ENSG00000075415
SLC25A30	ENSG00000174032
SLC25A31	ENSG00000151475
SLC25A32	ENSG00000164933
